Name,Platform,Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Red Faction: Armageddon,X360,2011,Shooter,0.18,0.16,0.01,0.04,0.39,71,74,7,77,M
Dungeon Siege III,PS3,2011,Role-Playing,0.17,0.13,0.03,0.05,0.39,71,52,6.3,86,T
Pro Evolution Soccer 2011 3D,3DS,2011,Sports,0.11,0.13,0.11,0.02,0.38,73,43,6.7,18,E
Dungeon Siege III,X360,2011,Role-Playing,0.21,0.12,0.01,0.03,0.37,72,55,5.9,102,T
The King of Fighters XIII,X360,2011,Fighting,0.23,0.06,0.01,0.03,0.33,79,31,8.2,51,T
Dead Rising 2: Off the Record,PS3,2011,Action,0.11,0.08,0.1,0.03,0.32,72,31,7.1,35,M
Operation Flashpoint: Red River,PS3,2011,Shooter,0.06,0.14,0.07,0.05,0.32,67,36,6.3,18,M
Catherine,X360,2011,Adventure,0.2,0.06,0.03,0.02,0.31,82,39,7.9,153,M
Bust-A-Move Universe,3DS,2011,Puzzle,0.08,0.15,0.06,0.03,0.31,49,30,4.8,13,E
Shin Megami Tensei: Devil Survivor 2,DS,2011,Role-Playing,0.16,0.01,0.12,0.01,0.31,79,21,8.8,45,T
Pandoras Tower,Wii,2011,Role-Playing,0.11,0.1,0.08,0.02,0.31,73,48,8,99,T
The King of Fighters XIII,PS3,2011,Fighting,0.17,0.06,0.04,0.03,0.3,77,26,8.2,76,T
Tom Clancys Splinter Cell 3D,3DS,2011,Action,0.14,0.07,0.07,0.02,0.3,53,32,5.5,26,T
Operation Flashpoint: Red River,X360,2011,Shooter,0.1,0.14,0.01,0.03,0.28,69,64,6.1,29,M
El Shaddai: Ascension of the Metatron,PS3,2011,Action,0.11,0.06,0.08,0.03,0.28,78,46,7.5,40,T
Patapon 3,PSP,2011,Misc,0.05,0.03,0.17,0.02,0.28,74,41,7.2,35,E
Shadows of the Damned,PS3,2011,Action,0.11,0.09,0.04,0.03,0.27,77,56,8.1,126,M
Hunted: The Demons Forge,PS3,2011,Action,0.12,0.08,0.02,0.03,0.25,57,34,6.2,70,M
Ace Combat: Assault Horizon Legacy,3DS,2011,Simulation,0.1,0.06,0.08,0.01,0.24,71,37,7.8,26,T
Dynasty Warriors Next,PSV,2011,Action,0.05,0.06,0.11,0.02,0.24,67,35,7.5,73,T
Virtua Tennis 4,X360,2011,Sports,0.11,0.09,0.01,0.02,0.24,70,37,6.2,12,E
Earth Defense Force: Insect Armageddon,PS3,2011,Shooter,0.06,0.04,0.08,0.02,0.2,63,28,7,24,T
Earth Defense Force: Insect Armageddon,X360,2011,Shooter,0.1,0.04,0.03,0.01,0.19,68,40,8.2,45,T
Warriors: Legends of Troy,PS3,2011,Action,0.06,0.04,0.07,0.02,0.19,44,22,7,24,M
Shadows of the Damned,X360,2011,Action,0.1,0.06,0.01,0.02,0.19,76,76,8.4,139,M
Ridge Racer,PSV,2011,Racing,0.03,0.07,0.05,0.02,0.17,44,39,3.7,59,E10+
El Shaddai: Ascension of the Metatron,X360,2011,Action,0.07,0.05,0.03,0.01,0.16,75,44,7,47,T
Cave Story 3D,3DS,2011,Platform,0.09,0.03,0.01,0.01,0.14,82,29,7.7,72,E10+
F1 2011,PSV,2011,Racing,0.03,0.07,0.01,0.02,0.13,66,27,6.3,26,E
Blazblue: Continuum Shift Extend,PSV,2011,Fighting,0.03,0.05,0.02,0.02,0.11,83,28,7.5,97,T
Kinect Adventures!,X360,2010,Misc,15.02,4.91,0.24,1.69,21.86,61,45,6.3,106,E
Call of Duty: Black Ops,X360,2010,Shooter,9.73,3.7,0.11,1.13,14.67,87,89,6.3,1456,M
Call of Duty: Black Ops,PS3,2010,Shooter,6,4.37,0.48,1.8,12.64,88,58,6.4,1095,M
Gran Turismo 5,PS3,2010,Racing,2.96,4.82,0.81,2.11,10.7,84,82,7.5,1115,E
Halo: Reach,X360,2010,Shooter,7.06,1.97,0.08,0.79,9.9,91,99,7.9,2053,M
Just Dance 2,Wii,2010,Misc,5.8,2.85,0.01,0.78,9.44,74,24,7.3,24,E10+
Wii Party,Wii,2010,Misc,1.75,3.48,2.49,0.67,8.39,68,42,7.5,55,E
Super Mario Galaxy 2,Wii,2010,Platform,3.58,2.36,0.98,0.62,7.54,97,87,9.1,1859,E
Red Dead Redemption,PS3,2010,Action,2.8,2.53,0.17,1,6.51,95,73,8.9,2475,M
Donkey Kong Country Returns,Wii,2010,Platform,3.18,1.8,1.03,0.46,6.47,87,77,8.6,368,E
Red Dead Redemption,X360,2010,Action,3.71,1.97,0.09,0.58,6.35,95,96,9,2327,M
Kinect Sports,X360,2010,Sports,3.92,1.73,0.03,0.51,6.19,73,51,7.4,95,E10+
Fable III,X360,2010,Role-Playing,3.59,1.08,0.05,0.38,5.1,80,88,6.5,608,M
FIFA Soccer 11,PS3,2010,Sports,0.61,3.28,0.06,1.12,5.07,89,51,8,233,E
God of War III,PS3,2010,Action,2.74,1.34,0.12,0.61,4.8,92,101,8.7,2647,M
Michael Jackson: The Experience,Wii,2010,Misc,2.64,1.33,0.01,0.39,4.36,56,37,8.3,32,E10+
Fallout: New Vegas,X360,2010,Role-Playing,2.66,1.03,0.04,0.33,4.06,84,81,8.1,775,M
Sports Champions,PS3,2010,Sports,2.13,1.12,0.1,0.5,3.85,76,64,7.9,104,E10+
FIFA Soccer 11,X360,2010,Sports,0.71,2.39,0.02,0.4,3.52,88,66,7.5,155,E
Assassins Creed: Brotherhood,X360,2010,Action,2.85,0.38,0.03,0.24,3.5,89,81,8.3,700,M
Battlefield: Bad Company 2,X360,2010,Shooter,2.1,1.01,0.04,0.32,3.48,88,75,8.6,870,M
Dance Central,X360,2010,Misc,2.15,0.76,0.01,0.26,3.17,82,63,7.6,85,T
Fallout: New Vegas,PS3,2010,Role-Playing,1.53,1.03,0.1,0.46,3.12,82,57,7.8,496,M
Mass Effect 2,X360,2010,Role-Playing,1.99,0.81,0.03,0.27,3.1,96,98,8.9,3153,M
Heavy Rain,PS3,2010,Adventure,1.29,1.21,0.06,0.47,3.03,87,107,7.7,2775,M
Epic Mickey,Wii,2010,Platform,2.04,0.63,0.12,0.22,3,73,78,7,131,E
Battlefield: Bad Company 2,PS3,2010,Shooter,1.33,1.1,0.08,0.44,2.95,88,59,8.5,573,M
Assassins Creed: Brotherhood,PS3,2010,Action,1.87,0.55,0.11,0.29,2.82,90,59,8.2,800,M
Medal of Honor,PS3,2010,Shooter,1.28,1.04,0.07,0.42,2.81,75,56,7.5,285,M
Need for Speed: Hot Pursuit,PS3,2010,Racing,1.05,1.23,0.03,0.47,2.78,89,59,7.2,301,E10+
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,1.63,0.51,0.35,0.18,2.67,79,51,7.7,18,E
Medal of Honor,X360,2010,Shooter,1.56,0.8,0.04,0.21,2.62,74,71,6.7,288,M
pro evolution soccer 2011,PS3,2010,Sports,0.29,1.17,0.54,0.41,2.41,77,40,6.8,85,E
BioShock 2,X360,2010,Shooter,1.45,0.54,0.02,0.19,2.2,88,93,8.2,575,M
Final Fantasy XIII,X360,2010,Role-Playing,1.28,0.67,0.01,0.21,2.17,82,54,6.3,543,T
NBA 2K11,X360,2010,Action,1.85,0.12,0.01,0.13,2.1,89,50,8.1,100,E
Mario Sports Mix,Wii,2010,Sports,0.88,0.44,0.63,0.12,2.08,64,54,7.1,34,E
Metal Gear Solid: Peace Walker,PSP,2010,Action,0.46,0.41,0.96,0.24,2.06,89,66,8.9,445,T
Kirbys Epic Yarn,Wii,2010,Platform,1.42,0.09,0.45,0.1,2.06,86,70,8.6,206,E
Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,0.63,0.41,0.75,0.26,2.06,82,62,8.5,210,E10+
Tom Clancys Splinter Cell: Conviction,X360,2010,Action,1.2,0.62,0.04,0.19,2.06,85,90,7.7,589,M
The Sims 3,PS3,2010,Simulation,0.73,0.89,0.02,0.3,1.94,78,39,6.4,55,T
NBA 2K11,PS3,2010,Action,1.41,0.2,0.03,0.16,1.8,89,46,7.6,107,E
Just Cause 2,PS3,2010,Action,0.45,0.92,0.06,0.32,1.75,83,66,8,293,M
Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,0.2,0.15,1.35,0.03,1.74,78,41,8.2,32,T
Sonic Colors,Wii,2010,Platform,0.93,0.6,0.01,0.15,1.69,78,58,8.5,303,E
Just Cause 2,X360,2010,Action,0.59,0.83,0.02,0.17,1.6,81,74,8,269,M
BioShock 2,PS3,2010,Shooter,0.85,0.46,0.02,0.22,1.54,88,62,8.2,493,M
Dead Rising 2,X360,2010,Action,0.75,0.52,0.09,0.12,1.49,79,76,6.9,217,M
Mafia II,PS3,2010,Action,0.5,0.69,0.04,0.26,1.49,75,61,7.7,299,M
Dragon Quest Monsters: Joker 2,DS,2010,Role-Playing,0.09,0.07,1.24,0.02,1.41,77,33,7.3,15,E
UFC Undisputed 2010,PS3,2010,Fighting,0.8,0.4,0.02,0.18,1.41,85,54,7.2,48,T
Dead Rising 2,PS3,2010,Action,0.43,0.57,0.15,0.21,1.37,80,54,6.7,178,M
Metroid: Other M,Wii,2010,Action,0.85,0.28,0.13,0.1,1.35,79,71,6.5,483,T
F1 2010,PS3,2010,Racing,0.25,0.75,0.08,0.26,1.34,84,46,7.8,84,E
Alan Wake,X360,2010,Action,0.66,0.5,0.05,0.13,1.33,83,100,8.1,1162,T
Pokemon Ranger: Guardian Signs,DS,2010,Role-Playing,0.5,0.16,0.58,0.05,1.3,68,25,8.3,26,E
Sonic Colors,DS,2010,Platform,0.69,0.47,0.01,0.12,1.29,79,26,7.9,68,E
2010 FIFA World Cup South Africa,PS3,2010,Sports,0.3,0.64,0.07,0.22,1.23,82,56,7.8,58,E
Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010,Fighting,0.42,0.46,0.15,0.18,1.21,76,34,8.3,131,T
ModNation Racers,PS3,2010,Racing,0.5,0.4,0.06,0.16,1.12,82,85,8.4,202,E
Crackdown 2,X360,2010,Shooter,0.63,0.36,0.02,0.1,1.12,70,91,6,202,M
Castlevania: Lords of Shadow,PS3,2010,Action,0.5,0.35,0.1,0.15,1.1,85,62,7.9,472,M
WWE SmackDown vs. Raw 2011,PS3,2010,Fighting,0.44,0.46,0.01,0.18,1.09,74,42,6.9,42,T
Dantes Inferno,PS3,2010,Action,0.64,0.28,0.04,0.13,1.08,75,69,7.5,267,M
Darksiders,X360,2010,Action,0.67,0.28,0.01,0.1,1.06,83,81,7.9,293,M
God of War: Ghost of Sparta,PSP,2010,Action,0.41,0.35,0.03,0.21,1,86,73,8.4,256,M
Tales of Graces f,PS3,2010,Role-Playing,0.28,0.18,0.45,0.07,0.98,77,55,8.2,336,T
Yakuza 4,PS3,2010,Action,0.15,0.13,0.63,0.05,0.95,78,59,8,179,M
Lost Planet 2,PS3,2010,Shooter,0.29,0.33,0.2,0.13,0.95,68,56,6.9,62,T
Kingdom Hearts Re:coded,DS,2010,Role-Playing,0.53,0.09,0.27,0.05,0.93,66,58,6.9,77,E10+
Dantes Inferno,X360,2010,Action,0.63,0.2,0.02,0.07,0.92,73,71,7.7,225,M
Xenoblade Chronicles,Wii,2010,Role-Playing,0.43,0.25,0.16,0.07,0.91,92,59,8.9,957,T
F1 2010,X360,2010,Racing,0.18,0.59,0.01,0.1,0.88,84,43,7.5,65,E
2010 FIFA World Cup South Africa,X360,2010,Sports,0.32,0.42,0.02,0.09,0.85,83,61,8.1,58,E
Army of Two: The 40th Day,PS3,2010,Shooter,0.44,0.27,0.01,0.12,0.85,74,56,7,88,M
Dragon Ball: Raging Blast 2,PS3,2010,Fighting,0.43,0.18,0.11,0.09,0.81,60,27,7.5,63,T
Golden Sun: Dark Dawn,DS,2010,Role-Playing,0.52,0.09,0.13,0.05,0.79,79,63,8.1,87,E10+
Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,0.43,0.27,0.01,0.07,0.78,74,31,8.5,39,T
Lost Planet 2,X360,2010,Shooter,0.38,0.23,0.08,0.06,0.76,68,63,6.1,102,T
Resonance of Fate,PS3,2010,Role-Playing,0.2,0.21,0.24,0.08,0.73,72,42,8,136,T
Star Ocean: The Last Hope International,PS3,2010,Role-Playing,0.28,0.15,0.22,0.07,0.72,74,45,6.7,155,T
Blur,PS3,2010,Racing,0.22,0.36,0.02,0.12,0.72,81,58,8.2,86,E10+
James Bond 007: Blood Stone,PS3,2010,Shooter,0.18,0.36,0.02,0.13,0.7,65,49,7.4,46,T
Prince of Persia: The Forgotten Sands,PS3,2010,Action,0.19,0.36,0.01,0.12,0.69,75,49,7.5,122,T
The Sly Collection,PS3,2010,Platform,0.52,0.08,0.01,0.08,0.68,85,46,8.8,172,E10+
Castlevania: Lords of Shadow,X360,2010,Action,0.42,0.17,0.01,0.05,0.66,83,70,7.8,239,M
Fist of the North Star: Kens Rage,PS3,2010,Action,0.06,0.03,0.55,0.01,0.66,60,30,6.9,29,M
Sengoku Basara: Samurai Heroes,PS3,2010,Action,0.17,0.04,0.4,0.02,0.64,61,37,7.9,29,T
Dragon Ball: Raging Blast 2,X360,2010,Fighting,0.49,0.09,0.01,0.05,0.64,57,33,7.4,31,T
White Knight Chronicles II,PS3,2010,Role-Playing,0.23,0.09,0.27,0.04,0.63,60,45,7.2,65,T
Red Steel 2,Wii,2010,Shooter,0.35,0.21,0.01,0.06,0.62,80,73,8.5,179,T
NieR,PS3,2010,Role-Playing,0.17,0.18,0.2,0.07,0.62,68,58,8.4,268,M
Vanquish,PS3,2010,Shooter,0.21,0.21,0.11,0.08,0.61,84,61,8.1,305,M
Enslaved: Odyssey to the West,PS3,2010,Action,0.24,0.22,0.01,0.09,0.55,80,53,7.5,313,T
Metro 2033,X360,2010,Shooter,0.22,0.23,0.03,0.05,0.54,77,83,7.8,354,M
Time Crisis: Razing Storm,PS3,2010,Shooter,0.18,0.2,0.07,0.08,0.54,58,49,5.9,15,T
Valkyria Chronicles II,PSP,2010,Role-Playing,0.12,0.15,0.18,0.09,0.53,83,54,8.1,67,T
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,0.3,0.15,0.03,0.05,0.53,85,62,8.8,85,T
Tactics Ogre: Let Us Cling Together,PSP,2010,Role-Playing,0.15,0.07,0.27,0.05,0.53,87,49,8.7,102,T
ModNation Racers,PSP,2010,Racing,0.11,0.26,0.02,0.14,0.53,73,22,7.7,22,E
Rooms: The Main Building,DS,2010,Adventure,0.1,0.36,0.01,0.05,0.52,56,23,,,E
The 3rd Birthday,PSP,2010,Role-Playing,0.13,0.07,0.27,0.05,0.51,71,56,6.1,113,M
R.U.S.E.,PS3,2010,Strategy,0.18,0.22,0.02,0.08,0.5,76,37,7.3,50,T
FlingSmash,Wii,2010,Action,0.37,0.01,0.07,0.02,0.47,48,26,6.8,13,E
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010,Shooter,0.17,0.13,0.06,0.08,0.44,74,51,8,20,T
Hyperdimension Neptunia,PS3,2010,Role-Playing,0.22,0.09,0.07,0.04,0.43,45,31,7,148,T
OkamiDen,DS,2010,Adventure,0.21,0.06,0.13,0.02,0.43,82,48,7.9,53,E10+
Vanquish,X360,2010,Shooter,0.19,0.16,0.03,0.04,0.42,84,70,8.4,183,M
Tom Clancys HAWX 2,PS3,2010,Action,0.21,0.12,0.03,0.05,0.41,70,30,6.8,19,T
BlazBlue: Continuum Shift,PS3,2010,Fighting,0.21,0.07,0.09,0.04,0.41,87,29,8,65,T
No More Heroes 2: Desperate Struggle,Wii,2010,Action,0.2,0.11,0.04,0.03,0.39,84,68,8.8,184,M
Ghost Trick: Phantom Detective,DS,2010,Adventure,0.17,0.07,0.12,0.02,0.38,83,60,9,127,T
EA Sports MMA,PS3,2010,Fighting,0.16,0.14,0.01,0.06,0.37,77,47,6.9,38,T
Tom Clancys HAWX 2,X360,2010,Action,0.24,0.09,0.01,0.03,0.36,68,57,6.3,29,T
The Shoot,PS3,2010,Shooter,0.13,0.15,0.01,0.05,0.34,60,39,6.2,11,T
Resonance of Fate,X360,2010,Role-Playing,0.12,0.13,0.06,0.03,0.33,74,43,7.8,97,T
Lord of Arcana,PSP,2010,Role-Playing,0.08,0.05,0.17,0.04,0.33,53,45,5.5,21,M
BlazBlue: Continuum Shift,X360,2010,Fighting,0.23,0.04,0.02,0.02,0.31,85,32,8.7,26,T
Clash of the Titans,PS3,2010,Action,0.09,0.15,0.01,0.05,0.31,41,28,1.7,17,T
Silent Hill: Shattered Memories,PSP,2010,Action,0.09,0.13,0.01,0.07,0.3,73,28,7.5,44,M
Front Mission Evolved,PS3,2010,Shooter,0.09,0.06,0.11,0.03,0.29,58,42,6,31,T
NieR,X360,2010,Role-Playing,0.13,0.1,0.04,0.02,0.29,67,60,8.3,128,M
Ace Combat: Joint Assault,PSP,2010,Simulation,0.06,0.05,0.15,0.03,0.29,71,30,7.2,12,T
Majin and the Forsaken Kingdom,PS3,2010,Adventure,0.09,0.13,0.01,0.05,0.29,72,49,7.9,35,T
Dead to Rights: Retribution,PS3,2010,Shooter,0.1,0.12,0.02,0.05,0.28,60,44,5.9,27,M
Dragon Ball Z: Tenkaichi Tag Team,PSP,2010,Fighting,0.11,0.03,0.09,0.03,0.26,63,22,8.6,20,T
Singularity,PS3,2010,Shooter,0.17,0.04,0.01,0.03,0.24,77,48,7.7,100,M
Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010,Role-Playing,0.08,0.01,0.13,0.01,0.24,61,27,5.4,101,M
Kung Fu Rider,PS3,2010,Action,0.06,0.09,0.01,0.03,0.2,36,45,3.7,21,E10+
Front Mission Evolved,X360,2010,Shooter,0.1,0.07,0.02,0.02,0.2,58,52,6.1,24,T
DanceMasters,X360,2010,Misc,0.15,0.02,0.02,0.01,0.2,63,30,6.4,8,E10+
Solatorobo: Red the Hunter,DS,2010,Role-Playing,0.08,0.04,0.07,0.01,0.2,76,40,8,24,E10+
No More Heroes: Heroes Paradise,PS3,2010,Action,0.1,0.04,0.04,0.02,0.19,72,38,7.3,38,M
Quantum Theory,PS3,2010,Shooter,0.05,0.09,0.02,0.03,0.19,43,34,5.3,21,M
Dead or Alive Paradise,PSP,2010,Misc,0.07,0.02,0.07,0.02,0.18,38,34,5.6,37,M
Dynasty Warriors: Gundam 3,X360,2010,Action,0.11,0.03,0.02,0.01,0.18,65,27,7.8,20,T
Dragon Ball: Origins 2,DS,2010,Action,0.05,0.01,0.08,0.01,0.16,70,22,,,T
Fist of the North Star: Kens Rage,X360,2010,Action,0.07,0.02,0.06,0.01,0.16,59,38,7.3,23,M
TRINITY: Souls of Zill Oll,PS3,2010,Role-Playing,0.06,0.03,0.03,0.01,0.14,55,34,6.2,33,T
Naruto Shippuden: Kizuna Drive,PSP,2010,Action,0.04,0.02,0.05,0.01,0.13,57,22,5,6,T
Arcania: Gothic 4,X360,2010,Role-Playing,0.04,0.04,0.01,0.01,0.09,64,21,5.2,52,T
Last Rebellion,PS3,2010,Role-Playing,0.06,0.01,0.01,0.01,0.09,44,30,4.6,34,T
Wii Sports Resort,Wii,2009,Sports,15.61,10.95,3.28,2.95,32.78,80,73,8,193,E
New Super Mario Bros. Wii,Wii,2009,Platform,14.48,6.95,4.7,2.25,28.38,87,80,8.4,595,E
Wii Fit Plus,Wii,2009,Sports,9.01,8.49,2.53,1.77,21.79,80,33,7.4,52,E
Call of Duty: Modern Warfare 2,X360,2009,Shooter,8.52,3.6,0.08,1.28,13.48,94,100,6.3,2702,M
Call of Duty: Modern Warfare 2,PS3,2009,Shooter,4.99,3.64,0.38,1.6,10.6,94,67,6.3,2077,M
Uncharted 2: Among Thieves,PS3,2009,Action,3.27,2.2,0.21,0.98,6.67,96,105,8.8,5226,T
Halo 3: ODST,X360,2009,Shooter,4.34,1.34,0.06,0.61,6.34,83,94,7.1,1166,M
Dragon Quest IX: Sentinels of the Starry Skies,DS,2009,Role-Playing,0.63,0.67,4.35,0.15,5.78,87,65,8.8,202,E10+
Assassins Creed II,PS3,2009,Action,2.54,1.93,0.21,0.86,5.55,91,70,8.6,1212,M
Forza Motorsport 3,X360,2009,Racing,2.99,1.9,0.1,0.5,5.49,92,90,8,516,E
Final Fantasy XIII,PS3,2009,Role-Playing,1.75,1.21,1.87,0.51,5.34,83,83,7.2,2506,T
Assassins Creed II,X360,2009,Action,3.12,1.55,0.08,0.52,5.27,90,82,8.8,1320,M
Resident Evil 5,PS3,2009,Action,1.96,1.41,1.08,0.64,5.09,84,76,7.5,671,M
Batman: Arkham Asylum,PS3,2009,Action,2.24,1.31,0.07,0.61,4.24,91,70,8.9,1130,T
Street Fighter IV,PS3,2009,Fighting,2.03,1.04,0.58,0.52,4.17,94,61,7.3,331,T
Left 4 Dead 2,X360,2009,Shooter,2.67,0.87,0.05,0.38,3.97,89,76,8.6,684,M
EA Sports Active,Wii,2009,Sports,2.09,1.35,0.06,0.4,3.91,81,27,8.7,39,E
FIFA Soccer 10,PS3,2009,Sports,0.6,2.45,0.05,0.52,3.62,91,56,7.5,204,E
Resident Evil 5,X360,2009,Action,2.11,0.93,0.12,0.34,3.5,83,91,7.5,526,M
Batman: Arkham Asylum,X360,2009,Action,2.21,0.95,0.02,0.31,3.49,92,78,8.7,1083,T
Borderlands,X360,2009,Shooter,2.4,0.71,0.03,0.29,3.44,84,83,8.2,717,M
The Legend of Zelda: Spirit Tracks,DS,2009,Action,1.4,0.91,0.74,0.26,3.31,87,75,7.8,231,E10+
Killzone 2,PS3,2009,Shooter,1.4,1.06,0.08,0.47,3.01,91,94,8.1,1509,M
Street Fighter IV,X360,2009,Fighting,1.83,0.7,0.15,0.26,2.94,93,77,7.3,292,T
inFAMOUS,PS3,2009,Action,1.76,0.68,0.12,0.37,2.93,85,98,8.3,1176,T
Tekken 6,PS3,2009,Fighting,1.2,0.97,0.17,0.42,2.75,79,63,7.4,214,T
Professor Layton and the Last Specter,DS,2009,Puzzle,0.28,1.39,0.68,0.33,2.67,83,58,8.6,53,E10+
Need for Speed: Shift,PS3,2009,Racing,0.69,1.4,0.04,0.52,2.65,84,55,6.9,114,E
Halo Wars,X360,2009,Strategy,1.55,0.8,0.04,0.25,2.63,82,92,7.2,457,T
FIFA Soccer 10,X360,2009,Sports,0.59,1.79,0.01,0.23,2.62,90,63,7.5,133,E
God of War Collection,PS3,2009,Action,1.7,0.44,0.06,0.4,2.6,91,50,8.7,531,M
Dragon Age: Origins,X360,2009,Role-Playing,1.76,0.55,0.03,0.22,2.56,86,68,7.9,726,M
LittleBigPlanet,PSP,2009,Platform,0.64,1.22,0.01,0.67,2.55,87,68,7.8,98,E10+
Pro Evolution Soccer 2010,PS3,2009,Sports,0.3,1.27,0.46,0.26,2.28,78,42,6.7,76,E
Monster Hunter Tri,Wii,2009,Role-Playing,0.65,0.4,1.05,0.11,2.22,84,70,8.6,220,T
Scribblenauts,DS,2009,Puzzle,1.67,0.3,0.02,0.18,2.16,79,72,7.6,110,E10+
Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,1.06,0.26,0.53,0.13,1.98,75,53,7.8,164,E10+
Need for Speed: Shift,X360,2009,Racing,0.73,0.96,0.01,0.22,1.91,83,75,6.5,134,E
Demons Souls,PS3,2009,Role-Playing,0.97,0.33,0.35,0.17,1.82,89,81,8.9,1451,M
UFC 2009 Undisputed,PS3,2009,Fighting,1.07,0.44,0.01,0.24,1.76,84,58,8.1,47,T
Dragon Age: Origins,PS3,2009,Role-Playing,0.96,0.42,0.08,0.21,1.67,87,41,7.9,603,M
Pokemon Mystery Dungeon: Explorers of Sky,DS,2009,Role-Playing,0.57,0.43,0.44,0.12,1.56,54,26,9,134,E
Grand Theft Auto: Chinatown Wars,DS,2009,Action,0.58,0.56,0.05,0.14,1.32,93,85,8.3,281,M
Tekken 6,X360,2009,Fighting,0.71,0.41,0.05,0.12,1.3,80,59,7,133,T
Assassins Creed: Bloodlines,PSP,2009,Action,0.43,0.48,0.05,0.28,1.24,63,38,7.1,70,M
Bayonetta,PS3,2009,Action,0.44,0.39,0.21,0.16,1.21,87,54,7.7,356,M
Pok\xc3\xa9Park Wii: Pikachus Adventure,Wii,2009,Adventure,0.53,0.16,0.42,0.06,1.17,62,22,7.2,36,E
WWE SmackDown vs. Raw 2010,PS3,2009,Fighting,0.48,0.48,0.01,0.2,1.17,81,38,8.1,55,T
Yakuza 3,PS3,2009,Action,0.21,0.2,0.62,0.08,1.12,79,77,8.1,165,M
Sonic and the Black Knight,Wii,2009,Platform,0.64,0.34,0.01,0.11,1.09,54,51,6.9,199,E10+
Skate 2,X360,2009,Sports,0.82,0.17,0.01,0.09,1.09,84,70,7.9,73,T
Grand Theft Auto: Chinatown Wars,PSP,2009,Action,0.28,0.49,0.03,0.27,1.07,90,77,7.3,146,M
Resident Evil: The Darkside Chronicles,Wii,2009,Action,0.46,0.31,0.2,0.09,1.05,75,55,8,60,M
WWE SmackDown vs. Raw 2010,X360,2009,Fighting,0.56,0.37,0.01,0.1,1.04,80,59,8.4,36,T
EyePet,PS3,2009,Simulation,0.36,0.52,0.04,0.09,1,70,35,8.2,20,E
Bayonetta,X360,2009,Action,0.51,0.25,0.09,0.08,0.93,90,86,8,598,M
Operation Flashpoint: Dragon Rising,X360,2009,Shooter,0.36,0.45,0.02,0.1,0.93,77,47,7.8,112,M
Operation Flashpoint: Dragon Rising,PS3,2009,Shooter,0.23,0.46,0.05,0.17,0.91,76,42,6.5,53,M
Resistance: Retribution,PSP,2009,Shooter,0.27,0.36,0.05,0.21,0.89,81,67,8.1,84,M
Call of Juarez: Bound in Blood,PS3,2009,Shooter,0.35,0.37,0.01,0.15,0.88,78,47,7.8,91,M
Phantasy Star Portable 2,PSP,2009,Role-Playing,0.08,0.11,0.62,0.06,0.87,69,27,8.1,35,T
Red Faction: Guerrilla,X360,2009,Shooter,0.48,0.29,0.01,0.09,0.87,85,84,8,239,M
Endless Ocean: Blue World,Wii,2009,Simulation,0.46,0.21,0.12,0.06,0.86,76,42,8.5,26,E10+
Ninja Gaiden Sigma 2,PS3,2009,Action,0.52,0.16,0.08,0.1,0.85,83,52,7.7,115,M
The House of the Dead: Overkill,Wii,2009,Shooter,0.44,0.3,0.02,0.09,0.85,78,65,8.7,95,M
NBA 2K10,PS3,2009,Sports,0.75,0.01,0.01,0.07,0.84,83,30,7.8,39,E
Skate 2,PS3,2009,Sports,0.46,0.25,0.01,0.12,0.84,84,50,7.8,53,T
Pro Evolution Soccer 2010,X360,2009,Sports,0.12,0.58,0.03,0.08,0.81,78,34,7.6,29,E
The Godfather II,X360,2009,Action,0.47,0.23,0.01,0.08,0.79,65,72,6.9,60,M
Star Ocean: The Last Hope,X360,2009,Role-Playing,0.32,0.2,0.21,0.06,0.79,72,56,7.2,150,T
MadWorld,Wii,2009,Action,0.45,0.24,0.02,0.07,0.78,81,74,8.6,178,M
Dragon Ball: Raging Blast,PS3,2009,Fighting,0.37,0.19,0.11,0.1,0.77,57,26,7.2,58,T
The Godfather II,PS3,2009,Action,0.41,0.21,0.01,0.1,0.74,67,53,7.2,50,M
Red Faction: Guerrilla,PS3,2009,Shooter,0.33,0.27,0.02,0.12,0.74,85,56,8.1,136,M
Ace Attorney Investigations: Miles Edgeworth,DS,2009,Adventure,0.23,0.14,0.3,0.04,0.7,78,51,8.4,79,T
Shin Megami Tensei: Persona 3 Portable,PSP,2009,Role-Playing,0.18,0.06,0.34,0.05,0.63,89,40,8.3,321,M
Wet,PS3,2009,Shooter,0.22,0.27,0.01,0.11,0.61,70,61,6.4,56,M
Sacred 2: Fallen Angel,PS3,2009,Role-Playing,0.22,0.22,0.08,0.09,0.61,70,45,7,52,M
